"LFS_COUNTRY","Country","PROG","Programmes","MEAS","Measure","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"BEL","Belgium","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.55,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.15,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.16,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.14,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.13,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.16,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.16,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.15,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.15,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.14,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.15,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.14,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.14,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.14,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.12,,
"BEL","Belgium","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.15,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"BEL","Belgium","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"BEL","Belgium","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"BEL","Belgium","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.09,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.14,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.13,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.1,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.08,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.07,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.07,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.07,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.06,,
"CAN","Canada","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.06,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.02,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"CAN","Canada","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",1.01,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.91,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.87,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.82,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.92,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",1.29,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",1.12,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.91,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.83,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.8,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.78,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.86,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.9,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.78,,
"CAN","Canada","100","Total","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.7,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.34,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.31,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.3,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.28,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.28,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.34,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.33,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.26,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.24,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.23,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.22,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.24,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.25,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.22,,
"CAN","Canada","110","Active measures (10-70)","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.21,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.17,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.15,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.15,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.15,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.16,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.21,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.19,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.15,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.14,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.14,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.12,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.12,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.12,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.11,,
"CAN","Canada","112","Categories 20-70 only","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.1,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.07,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.07,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.06,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.06,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.06,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.09,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.08,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.06,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.05,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.05,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.05,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.04,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.04,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.04,,
"CAN","Canada","21","Institutional training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.04,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"CAN","Canada","22","Workplace training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0,"n","Nil or less than 0.005"
"CAN","Canada","23","Integrated training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"CAN","Canada","24","Special support for apprenticeship","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.04,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.02,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2017","2017",0.01,,
"CZE","Czech Republic","20","Training","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2018","2018",0,"n","Nil or less than 0.005"
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2004","2004",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2005","2005",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2006","2006",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2007","2007",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2008","2008",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2009","2009",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2010","2010",0.04,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2011","2011",0.03,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2012","2012",0.02,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2013","2013",0.04,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2014","2014",0.05,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2015","2015",0.06,,
"CZE","Czech Republic","60","Direct job creation","EXPPCT","Public expenditure as a percentage of GDP","A","Annual","2016","2016",0.06,,
