"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"NOR","Norway","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.1,,
"NOR","Norway","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.5,,
"NOR","Norway","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",6,,
"NOR","Norway","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",4,,
"NOR","Norway","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"NOR","Norway","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.7,,
"NOR","Norway","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",61,,
"NOR","Norway","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",33,,
"NOR","Norway","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.1,,
"NOR","Norway","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.4,,
"POL","Poland","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",14,,
"POL","Poland","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",86,,
"POL","Poland","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"POL","Poland","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"POL","Poland","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",21,,
"POL","Poland","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",71,,
"POL","Poland","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.9,,
"POL","Poland","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"POL","Poland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"POL","Poland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"POL","Poland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"POL","Poland","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"POL","Poland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",79,,
"POL","Poland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",29,,
"POL","Poland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.9,,
"POL","Poland","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",13,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",87,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",33,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",83,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",4.4,,
"SVK","Slovak Republic","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",,"c","Data below the publication limit"
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",67,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",17,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",4.4,,
"SVK","Slovak Republic","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"ESP","Spain","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",12,,
"ESP","Spain","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",88,,
"ESP","Spain","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"ESP","Spain","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",0.8,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",27,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",68,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3,,
"ESP","Spain","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",9,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",12,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2,,
"ESP","Spain","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",0.8,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",63,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",20,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",3.4,,
"ESP","Spain","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"SWE","Sweden","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",40,,
"SWE","Sweden","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",60,,
"SWE","Sweden","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.7,,
"SWE","Sweden","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.7,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",44,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",72,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.9,,
"SWE","Sweden","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.5,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",7,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"SWE","Sweden","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",46,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",22,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2,,
"SWE","Sweden","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.4,,
"TUR","Turkey","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",4,,
"TUR","Turkey","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",96,,
"TUR","Turkey","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.5,,
"TUR","Turkey","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",0.5,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",33,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",88,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",5.8,,
"TUR","Turkey","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.7,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",9,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",4,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",3.1,,
"TUR","Turkey","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.5,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",58,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",8,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",5.9,,
"TUR","Turkey","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",0.6,,
"USA","United States","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",40,,
"USA","United States","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",60,,
"USA","United States","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.7,,
"USA","United States","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.7,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",35,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",73,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",2.2,,
"USA","United States","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.5,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",10,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",8,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"USA","United States","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.1,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",56,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",19,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.9,,
"USA","United States","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.2,,
"CHL","Chile","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",19,,
"CHL","Chile","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2015","2015",81,,
"CHL","Chile","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",2.6,,
"CHL","Chile","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2015","2015",2.6,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",24,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",76,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",3.4,,
"CHL","Chile","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",3,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",32,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",16,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",7.1,,
"CHL","Chile","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",2.4,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",44,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2015","2015",9,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",6,,
"CHL","Chile","L5T8_A","Tertiary-type A or advanced research programmes","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2015","2015",1.4,,
"EST","Estonia","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",39,,
"EST","Estonia","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","VALUE","Value","2012","2012",61,,
"EST","Estonia","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"EST","Estonia","T","All levels of education","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_PARENTS_EA","Parents' educational attainment","SE","SE","2012","2012",1.1,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",40,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",64,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.7,,
"EST","Estonia","L0T4","Less than tertiary","T","Total","Y30T44","30-44 years","PARED3_0T4","Both parents have less than tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","SE","SE","2012","2012",1.3,,
"EST","Estonia","L5T7_B","Tertiary-type B","T","Total","Y30T44","30-44 years","PARED3","At least one parent has attained tertiary","PIAAC_SHARE_EA","Share of population by educational attainment","VALUE","Value","2012","2012",17,,
